title,date,actors,staff,genres
Inception,2010-07-15,"[Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Cillian Murphy, Marion Cotillard, Michael Caine, Dileep Rao, Tom Berenger, Pete Postlethwaite, Lukas Haas, Talulah Riley, Taylor Geare, Claire Geare, Johnathan Geare, Yuji Okumoto, Earl Cameron, Ryan Hayward]","[Christopher Nolan, Emma Thomas, Wally Pfister, Lee Smith, Christopher Nolan, John Papsidera, Dean Wolcott, Larry Dias, Hans Zimmer, Richard King, Lora Hirschberg, Gary Rizzo]","[Action, Science Fiction, Adventure]"
Avengers: Infinity War,2018-04-25,"[Robert Downey Jr., Chris Hemsworth, Chris Evans, Mark Ruffalo, Scarlett Johansson, Benedict Cumberbatch, Tom Holland, Chadwick Boseman, Don Cheadle, Zoe Saldana, Karen Gillan, Elizabeth Olsen, Paul Bettany, Anthony Mackie, Sebastian Stan, Tom Hiddleston, Idris Elba, Danai Gurira, Peter Dinklage, Benedict Wong]","[Kevin Feige, Joe Russo, Anthony Russo, Stephen McFeely, Jon Favreau, Alan Silvestri, Louis D'Esposito, Stan Lee, Alan Fine, Jack Kirby, Trent Opaloch, Judianna Makovsky, Christopher Markus, Jim Starlin, Sarah Finn, Charles Wood, Jann K. Engel, Sean Ryan Jennings]","[Adventure, Action, Fantasy]"
The Silence of the Lambs,1991-02-01,"[Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith, Kasi Lemmons, Frankie Faison, Tracey Walter, Charles Napier, Danny Darst, Dan Butler, Paul Lazar, Ron Vawter, Roger Corman]","[Jonathan Demme, Tak Fujimoto, Craig McKay, Ted Tally, Kristi Zea, Tim Galvin, Thomas Harris, Howard Feuer, Kenneth Utt, Edward Saxon, Ronald M. Bozman, Gary Goetzman, Howard Shore, Sharon Boyle]","[Crime, Drama, Thriller]"
A Silent Voice,2016-09-17,"[Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga]","[Youta Tsuruoka, Kensuke Ushio]","[Drama, Animation, Romance]"
The Lord of the Rings: The Two Towers,2002-12-18,"[Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Liv Tyler, Orlando Bloom, John Rhys-Davies, Dominic Monaghan, Billy Boyd, Andy Serkis, Cate Blanchett, Christopher Lee, Hugo Weaving, Bernard Hill, Karl Urban, Miranda Otto, David Wenham, Brad Dourif, Craig Parker, Olivia Tennet]","[Peter Jackson, Barrie M. Osborne, Bob Weinstein, Harvey Weinstein, Mark Ordesky, Michael Lynne, J.R.R. Tolkien, Peter Jackson, Fran Walsh, Philippa Boyens, Andrew Lesnie, Philip Ivey, Mark Robins, Alan Lee, John Howe, Dan Hennah, Ngila Dickson, Richard Taylor]","[Adventure, Fantasy, Action]"
Once Upon a Time in the West,1968-12-21,"[Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Lionel Stander, Marco Zuanelli, Al Mulock, Michael Harvey, Benito Stefanelli, Antonio Molino Rojo, Fabio Testi]","[Sergio Leone, Ennio Morricone, Tonino Delli Colli, Nino Baragli, Carlo Simi, Antonella Pompei, Carlo Simi, John Landis, Dario Argento, Bernardo Bertolucci, Sergio Leone, Sergio Leone, Roberto Arcangeli]",[Western]
High and Low,1963-03-01,"[Toshirō Mifune, Tatsuya Nakadai, Kyôko Kagawa, Tatsuya Mihashi, Isao Kimura, Kenjiro Ishiyama, Takeshi Katô, Takashi Shimura, Nobuo Nakamura, Yūnosuke Itō, Tsutomu Yamazaki, Minoru Chiaki, Eijirō Tōno, Masao Shimizu, Yutaka Sada, Kyû Sazanka]","[Akira Kurosawa, Akira Kurosawa, Tomoyuki Tanaka, Masaru Satô, Asakazu Nakai, Takao Saitô, Hideo Oguni, Evan Hunter, Akira Kurosawa, Masanobu Deme]","[Crime, Drama, Mystery, Thriller]"
Come and See,1985-07-01,"[Aleksei Kravchenko, Olga Mironova, Liubomiras Laucevicius, Jüri Lumiste]","[Elem Klimov, Elem Klimov, Alexey Rodionov]","[Drama, History, War]"
The Intouchables,2011-11-02,"[François Cluzet, Omar Sy, Audrey Fleurot, Anne Le Ny, Clotilde Mollet, Alba Gaïa Bellugi, Salimata Kamate, Absa Diatou Toure, Dominique Daguier, François Caron, Thomas Solivérès, Grégoire Oestermann, Dorothée Brière, Joséphine de Meaux, Emilie Caen, Sylvain Lazard]","[Eric Toledano, Olivier Nakache, Eric Toledano, Olivier Nakache, Mathieu Vadepied, Isabelle Pannetier, Mathieu Vadepied]","[Drama, Comedy]"
The Kid,1921-01-21,"[Charlie Chaplin, Jackie Coogan, Edna Purviance, Albert Austin, Carl Miller, Henry Bergman, Kitty Bradbury, F. Blinn]","[Charlie Chaplin, Roland Totheroh, Charles D. Hall, Charlie Chaplin, Charlie Chaplin, Charlie Chaplin, Charlie Chaplin, A. Edward Sutherland, Charles Reisner]","[Comedy, Drama]"
Interstellar,2014-11-05,"[Matthew McConaughey, Jessica Chastain, Anne Hathaway, Michael Caine, Casey Affleck, Mackenzie Foy, Timothée Chalamet, Bill Irwin, Matt Damon, Ellen Burstyn, John Lithgow, Wes Bentley, Topher Grace, David Oyelowo, David Gyasi, William Devane, Josh Stewart, Collette Wolfe, Leah Cairns, Russ Fega]","[David F. Klassen, Eric Sundahl, Lee Smith, Christopher Nolan, Lynda Obst, Christopher Nolan, Hoyte van Hoytema, Hans Zimmer, Jonathan Nolan, Christopher Nolan, Nathan Crowley, Mary Zophres, Emma Thomas, John Papsidera, Gary Fettis]","[Adventure, Drama, Science Fiction]"
Loving Vincent,2017-06-22,"[Robert Gulaczyk, Douglas Booth, Jerome Flynn, Saoirse Ronan, Helen McCrory, Chris O'Dowd, John Sessions, Eleanor Tomlinson, Aidan Turner, Holly Earl, Cezary Łukaszewicz, Martin Herdman, James Greene, Robin Hodges]","[Dorota Kobiela, Hugh Welchman, Dorota Kobiela, Hugh Welchman, Jacek won Dehnel, Ivan Mactaggart, Jennifer Duffy, Terry Bamber, Clint Mansell, Łukasz Żal, Dorota Kobiela]","[Animation, Drama, Mystery]"
On My Skin,2018-08-29,"[Alessandro Borghi, Max Tortora, Jasmine Trinca, Mauro Conte, Paolo D Bovani]","[Alessio Cremonini, Alessio Cremonini]",[Drama]
Stalker,1979-04-16,"[Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko, Alisa Freyndlikh, Natasha Abramova, Faime Jurno, Evgeniy Kostin]","[Andrei Tarkovsky, Andrei Tarkovsky, Leonid Kalashnikov, Aleksandr Boym, Evgeny Tsymbal, Andrei Tarkovsky, Eduard Artemiev, Boris Strugatskiy]","[Science Fiction, Drama]"
Wonder,2017-11-13,"[Jacob Tremblay, Owen Wilson, Julia Roberts, Danielle Rose Russell, Daveed Diggs, Bryce Gheisar, Elle McKinnon, Izabela Vidovic, Noah Jupe, Millie Davis, Ali Liebert, Nadji Jeter, Kyle Breitkopf, James A Hughes, Nicole Oliver, Rachel Hayward, Crystal Lowe, Steve Bacic, Ben Ratner]","[Stephen Chbosky, David Hoberman, Todd Lieberman, Mark Livolsi, Steve Conrad, Don Burgess, Deborah Aquila, Kara Eide, Tricia Wood, Kalina Ivanov, Monique Prudhomme, Dean Eilertson]","[Drama, Family]"
Back to the Future,1985-07-03,"[Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, Frances Lee McCain, James Tolkan, Billy Zane, J.J. Cohen, Casey Siemaszko, Cristen Kauffman, Elsa Raven, Will Hare]","[Robert Zemeckis, Bob Gale, Neil Canton, Dean Cundey, Alan Silvestri, Harry Keramidas, Arthur Schmidt, Lawrence G. Paull, Jane Feinberg, Mike Fenton, Judy Taylor, Robert Zemeckis, Bob Gale, Kathleen Kennedy, Frank Marshall, Steven Spielberg, Todd Hallowell, Hal Gausman, Deborah Lynn Scott, Dorothy Byrne]","[Adventure, Comedy, Science Fiction, Family]"
The Invisible Guest,2016-09-22,"[Mario Casas, José Coronado, Bárbara Lennie, Ana Wagener, Paco Tous, David Selvas, Cristian Valencia]","[Oriol Paulo, Oriol Paulo]","[Mystery, Crime, Thriller]"
Apocalypse Now,1979-08-15,"[Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest, Sam Bottoms, Laurence Fishburne, Albert Hall, Harrison Ford, Dennis Hopper, G. D. Spradlin, Jerry Ziesmer, Scott Glenn, James Keane, Kerry Rossall, Colleen Camp, Cynthia Wood, Linda Carpenter, Jack Thibeau, Tom Mason, Damien Leake]","[Francis Ford Coppola, Francis Ford Coppola, Carmine Coppola, Vittorio Storaro, Lisa Fruchtman, Gerald B. Greenberg, Walter Murch, Vic Ramos, Dean Tavoularis, Angelo P. Graham, George R. Nelson, Fred C. Blau Jr., Leon Chooluck, Barrie M. Osborne, Walter Murch, Joseph Conrad, Kerry Rossall, Jerry Ross]","[Drama, War]"
The Apartment,1960-06-15,"[Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, David Lewis, Hope Holiday, Joan Shawlee, Naomi Stevens, Johnny Seven, Joyce Jameson, Willard Waterman, David White, Edie Adams, Ralph Moratz, Joe Palma, Bill Baldwin, Lynn Cartwright]","[Billy Wilder, Adolph Deutsch, Joseph LaShelle, Daniel Mandell, Alexandre Trauner, Edward G. Boyle, Billy Wilder, Billy Wilder, I. A. L. Diamond]","[Comedy, Drama, Romance]"
It's a Wonderful Life,1946-12-20,"[James Stewart, Donna Reed, Lionel Barrymore, Henry Travers, Thomas Mitchell, Ward Bond, Frank Faylen, Beulah Bondi, Todd Karns, Mary Treen, Charles Williams, Gloria Grahame, Frank Albertson, H.B. Warner, Virginia Patton, Samuel S. Hinds, Lillian Randolph, Sheldon Leonard, Sarah Edwards, Charles Halton]","[Frank Capra, Philip Van Doren Stern, Frank Capra, Joseph F. Biroc, Joseph Walker, William Hornbeck, Jack Okey, Frances Goodrich, Albert Hackett, Frank Capra, Jo Swerling, Michael Wilson, Dimitri Tiomkin, Gordon Bau, Clem Portman, Emile Kuri, William Cameron Menzies]","[Drama, Family, Fantasy]"
The Hate U Give,2018-10-19,"[Amandla Stenberg, Regina Hall, Russell Hornsby, K.J. Apa, Common, Anthony Mackie, Lamar Johnson, Issa Rae, Sabrina Carpenter, Dominique Fishback, Tony Vaughn, Susan Santiago, Marcia Wright]","[George Tillman, Jr., Audrey Wells, Robert Teitel, George Tillman, Jr., Marty Bowen, Wyck Godfrey, Dustin O'Halloran, Mihai Malaimare Jr., Frank Galline, Andrea C. Brotherton, Janice Tunnell]","[Crime, Drama]"
Vertigo,1958-05-09,"[James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick, Bess Flowers]","[Alfred Hitchcock, Alfred Hitchcock, James C. Katz, Bernard Herrmann, Robert Burks, George Tomasini, Henry Bumstead, Hal Pereira, Alec Coppel, Samuel A. Taylor, Edith Head, Sam Comer, Pierre Boileau, Thomas Narcejac, Richard Mueller, John P. Fulton, Farciot Edouart, W. Wallace Kelley]","[Mystery, Romance, Thriller]"
The Lion King,1994-05-07,"[Matthew Broderick, Jonathan Taylor Thomas, James Earl Jones, Jeremy Irons, Moira Kelly, Niketa Calame, Ernie Sabella, Nathan Lane, Robert Guillaume, Rowan Atkinson, Whoopi Goldberg, Cheech Marin, Jim Cummings, Madge Sinclair, Joseph Williams, Jason Weaver, Sally Dworsky, Zoe Leader, Frank Welker]","[Roger Allers, Rob Minkoff, Linda Woolverton, Jonathan Roberts, Irene Mecchi, Hans Zimmer, Ivan Bilancio, Anthony DeRosa, Tim Allen, Carl Canga, Chris Sanders, Andrew Gaskill]","[Family, Animation, Drama]"
Love Exposure,2008-11-29,"[Takahiro Nishijima, Hikari Mitsushima, Makiko Watanabe, Sakura Ando, Atsuro Watabe, Jai West, Keisuke Horibe, Itsuji Itao, Yutaka Shimizu, Motoki Fukami, Taka Okubo, Jyonmyon Pe]","[Sion Sono, Sion Sono]","[Action, Comedy, Drama, Romance]"
Metropolis,1927-01-10,"[Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp, Theodor Loos, Erwin Biswanger, Heinrich George, Brigitte Helm, Olaf Storm, Helene Weigel, Margarete Lanner, Hanns Leo Reich, Heinrich Gotho, Grete Berger, Curt Siodmak, Helen von Münchofen, Georg John, Arthur Reinhardt]","[Erich Pommer, Fritz Lang, Fritz Lang, Karl Freund, Günther Rittau, Walter Ruttmann, Edgar G. Ulmer, Fritz Lang, Thea von Harbou, Karl Vollbrecht, Erich Kettelhut, Konstantin Irmen-Tschet, Eugen Schüfftan, Robert Baberske]","[Drama, Science Fiction]"
All About Eve,1950-11-09,"[Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Thelma Ritter, Marilyn Monroe, Barbara Bates, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White, William Pullen, Eugene Borden, Helen Mowery, Steven Geray]","[Joseph L. Mankiewicz, Joseph L. Mankiewicz, Darryl F. Zanuck, Alfred Newman, Milton Krasner, Barbara McLean, George W. Davis, Thomas Little, Walter M. Scott, Edith Head, Lyle R. Wheeler, Ben Nye, Gaston Glass]",[Drama]
The Usual Suspects,1995-07-19,"[Stephen Baldwin, Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Kevin Pollak, Pete Postlethwaite, Suzy Amis, Giancarlo Esposito, Benicio del Toro, Dan Hedaya, Paul Bartel, Carl Bressler, Christine Estabrook, Clark Gregg, Morgan Hunter, Louis Lombardi, Frank Medrano, Peter Greene]","[Bryan Singer, Bryan Singer, Michael McDonnell, Robert Jones, Newton Thomas Sigel, John Ottman, Francine Maisler, Howard Cummings, David Lazan, Sara Andrews, Louise Mingenbach, Vicky Herman, John Ottman, Kenneth Kokin, Christopher McQuarrie, Geoffrey Patterson]","[Drama, Crime, Thriller]"
Oldboy,2003-09-28,"[Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Kim Byung-ok, Oh Dal-su, Yoon Jin-seo, Ji Dae-han, Oh Tae-kyung, Yoo Yeon-seok, Oh Gwang-rok, Lee Dae-yeon, Park Myung-shin, Kim Su-hyeon]","[Park Chan-wook, Hwang Jo-yun, Park Chan-wook, Kim Sang-beom, Chung Chung-hoon, Ryu Seong-hee, Cho Sang-kyung, Cho Young-wuk, Ryu Seong-hee, Yang Hong-sam, Syd Lim, Lee Seung-chul, Shim Hyun-jung, Kim Dong-joo]","[Drama, Thriller, Mystery, Action]"
Bicycle Thieves,1948-11-24,"[Lamberto Maggiorani, Enzo Staiola, Sergio Leone, Mario Meniconi, Memmo Carotenuto]","[Vittorio De Sica, Vittorio De Sica, Eraldo Da Roma, Cesare Zavattini, Suso Cecchi d'Amico, Vittorio De Sica, Alessandro Cicognini, Antonio Traverso, Sergio Leone]",[Drama]
8½,1963-02-14,"[Marcello Mastroianni, Claudia Cardinale, Anouk Aimée, Sandra Milo, Rossella Falk, Barbara Steele, Madeleine Lebeau, Eddra Gale, Guido Alberti, Cesarino Miceli Picardi, Mario Pisu, Mino Doro]","[Federico Fellini, Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi, Nino Rota, Leonor Fini]","[Fantasy, Drama]"
I Corti,1996-01-01,"[Aldo Baglio, Giacomo Poretti, Giovanni Storti, Marina Massironi]",[],[]
Piper,2016-06-16,[],"[Adrian Belew, John Lasseter, Andrew Stanton, James W. Brown]","[Family, Animation]"
"Sherlock, Jr.",1924-04-21,"[Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly, Ward Crane, George Davis, Kewpie Morgan, Steve Murphy, John Patrick]","[Buster Keaton, Buster Keaton, Clyde Bruckman, Joseph M. Schenck, Elgin Lessley, Buster Keaton, Jean C. Havez, Joseph A. Mitchell]","[Action, Comedy, Mystery]"
Star Wars,1977-05-25,"[Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, James Earl Jones, Phil Brown, Shelagh Fraser, Jack Purvis, Alex McCrindle, Eddie Byrne, Drewe Henley, Denis Lawson, Garrick Hagon, Jack Klaff, William Hootkins]","[George Lucas, George Lucas, Gary Kurtz, John Williams, Gilbert Taylor, George Lucas, Richard Chew, Paul Hirsch, Marcia Lucas, Dianne Crittenden, Irene Lamb, Vic Ramos, John Barry, Leslie Dilley, Norman Reynolds, Roger Christian, John Mollo, Phil Tippett, Ben Burtt]","[Adventure, Action, Science Fiction]"
The Shining,1980-05-22,"[Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Anne Jackson, Tony Burton, Barry Dennen, Manning Redwood]","[Stanley Kubrick, Stanley Kubrick, Stephen King, Diane Johnson, Stanley Kubrick, Jan Harlan, Wendy Carlos, Rachel Elkind, John Alcott, Ray Lovejoy, James Liggat, Roy Walker, Milena Canonero, Tom Smith]","[Horror, Thriller]"
Memento,2000-10-11,"[Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Stephen Tobolowsky, Harriet Sansom Harris, Callum Keith Rennie, Larry Holden, Jorja Fox, Russ Fega, Thomas Lennon, Kimberly Campbell, Marianne Muellerleile]","[Christopher Nolan, Christopher Nolan, Jennifer Todd, Suzanne Todd, Aaron Ryder, David Julyan, Wally Pfister, Patti Podesta, John Papsidera, Dody Dorn, Christopher Ball, William Tyrer, Emma Thomas, Danielle Berman, Cindy Evans, Steve Gehrke, David Klotz]","[Mystery, Thriller]"
Double Indemnity,1944-04-24,"[Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Richard Gaines, Jean Heather, Tom Powers, Fortunio Bonanova, Byron Barr, John Berry, Raymond Chandler, Edmund Cobb, Bess Flowers, Eddie Hall, Teala Loring, Sam McDaniel, Billy Mitchell, Clarence Muse]","[Billy Wilder, James M. Cain, Billy Wilder, Raymond Chandler, Buddy G. DeSylva, Miklós Rózsa, John F. Seitz, Hans Dreier, Hal Pereira, Edith Head, Wally Westmore, Charles C. Coleman, Farciot Edouart]","[Crime, Drama, Mystery, Thriller]"
The Seventh Seal,1957-02-16,"[Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Bibi Andersson, Inga Gill, Maud Hansson, Inga Landgré, Gunnel Lindblom, Åke Fridell, Gunnar Olsson, Erik Strandmark, Benkt-Åke Benktsson]","[Ingmar Bergman, Allan Ekelund, Gunnar Fischer, Ingmar Bergman]","[Fantasy, Drama]"
A Clockwork Orange,1971-12-18,"[Malcolm McDowell, Patrick Magee, Adrienne Corri, Michael Bates, Warren Clarke, Michael Tarn, Sheila Raynor, Clive Francis, Philip Stone, David Prowse, Anthony Sharp]","[Stanley Kubrick, Stanley Kubrick, Stanley Kubrick, Wendy Carlos, John Alcott, James Liggat, John Barry, Anthony Burgess, Max L. Raab, Bill Butler, Milena Canonero, Roy Scammell, Bernard Williams, John Jordan]","[Science Fiction, Drama]"
Bingo: The King of the Mornings,2017-08-24,"[Vladimir Brichta, Leandra Leal, Tainá Müller, Ana Lúcia Torre, Augusto Madeira, Emanuelle Araújo, Domingos Montagner, Fernando Sampaio, Wally Araújo, Luiz Bolognesi]","[Daniel Rezende, Luiz Bolognesi, Lula Carvalho, Caio Gullane, Fabiano Gullane, Cassio Amarante, Anna Van Steen, Claudia Büschel, Beto Villares, Márcio Hashimoto Soares, Cassio Amarante, Felipe Almeida, Hugo Gurgel]","[Comedy, Drama]"
Some Like It Hot,1959-03-18,"[Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft, Pat O’Brien, Nehemiah Persoff, Joan Shawlee, George E. Stone, Mike Mazurki, Harry Wilson, Beverly Wills, Barbara Drew, Edward G. Robinson Jr., Brandon Beach, Marian Collier, James Dime]","[Billy Wilder, Charles Lang, Billy Wilder, Doane Harrison, Robert Thoeren, Billy Wilder, Adolph Deutsch, Ted Haworth, Edward G. Boyle, Emile LaVigne, Fred Lau]","[Comedy, Romance]"
Rashomon,1950-12-26,"[Toshirō Mifune, Machiko Kyō, Masayuki Mori, Takashi Shimura, Minoru Chiaki, Kichijirô Ueda, Noriko Honma]","[Akira Kurosawa, Ryūnosuke Akutagawa, Akira Kurosawa, Shinobu Hashimoto, Masaichi Nagata, Fumio Hayasaka, Kazuo Miyagawa, Akira Kurosawa, Tai Katô, Tokuzô Tanaka, Fujio Morita]","[Crime, Drama, Mystery]"
Wolf Children,2012-07-21,"[Aoi Miyazaki, Haru Kuroki, Megumi Hayashibara, Tamio Ohki, Shota Sometani, Kumiko Aso, Bunta Sugawara, Takashi Kobayashi, Mitsuki Tanimura]","[Mamoru Hosoda, Mamoru Hosoda, Satoko Okudera, Yuichiro Saito, Takafumi Watanabe, Seiji Okuda]","[Animation, Drama, Family, Fantasy]"
Dersu Uzala,1975-08-02,"[Yuriy Solomin, Maksim Munzuk, Aleksandr Pyatkov, Svetlana Danilchenko, Suimenkul Chokmorov, Nikolay Volkov, Dmitri Korshikov, Vladimir Prikhodko]","[Akira Kurosawa, Akira Kurosawa, Isaak Shvarts, Asakazu Nakai]","[Action, Adventure, Drama]"
Umberto D.,1952-01-20,"[Memmo Carotenuto, Lamberto Maggiorani, Maria Pia Casilio]","[Vittorio De Sica, Cesare Zavattini, Alessandro Cicognini, Eraldo Da Roma, Vittorio De Sica, Giuseppe Rotunno]",[Drama]
Doctor Who: The Time of the Doctor,2013-12-25,"[Matt Smith, Jenna Coleman, Peter Capaldi, Karen Gillan]","[Steven Moffat, Steven Moffat]","[Drama, Science Fiction, TV Movie]"
"Love, Simon",2018-02-16,"[Nick Robinson, Josh Duhamel, Jennifer Garner, Katherine Langford, Alexandra Shipp, Jorge Lendeborg Jr., Keiynan Lonsdale, Logan Miller, Talitha Bateman, Tony Hale, Natasha Rothwell, Miles Heizer, Joey Pollari, Clark Moore, Mackenzie Lintz, Cassady McClincy, Alex Sgambati]","[Timothy M. Bourne, Marty Bowen, Wyck Godfrey, Isaac Klausner, Harry Jierjian, Denise Chamian, Ben Rothstein]","[Comedy, Drama, Romance]"
Five Feet Apart,2019-03-15,"[Haley Lu Richardson, Cole Sprouse, Kimberly Hebert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Sue-Lynn Ansari, Cynthia Evans]","[Justin Baldoni, Frank G. DeMarco, Justin Baldoni, Cathy Schulman, Christopher H. Warner]","[Romance, Drama]"
"Three Billboards Outside Ebbing, Missouri",2017-11-10,"[Frances McDormand, Woody Harrelson, Sam Rockwell, John Hawkes, Peter Dinklage, Abbie Cornish, Lucas Hedges, Caleb Landry Jones, Samara Weaving, Zeljko Ivanek, Clarke Peters, Amanda Warren, Kerry Condon, Darrell Britt-Gibson, Kathryn Newton, Sandy Martin, Christopher Berry]","[Martin McDonagh, Martin McDonagh, Graham Broadbent, Peter Czernin, Martin McDonagh, Ben Davis, Jon Gregory, Inbal Weinberg, Jesse Rosenthal, Merissa Lombardo, Melissa Toth, Doug Cooper, Christer Melén, Joakim Sundström]","[Crime, Drama]"
Hotarubi no Mori e,2011-09-17,"[Ayane Sakura, Kouki Uchiyama, Kanehira Yamamoto]","[Takahiro Omori, Yukihiro Shibutani, Takahiro Omori]","[Romance, Animation, Fantasy]"
The Passion of Joan of Arc,1928-04-21,"[Maria Falconetti, Eugène Silvain, André Berley, Maurice Schutz, Antonin Artaud, Michel Simon, Louis Ravet, Alexandre Mihalesco]","[Rudolph Maté, Carl Theodor Dreyer, Carl Theodor Dreyer, Joseph Delteil, Carl Theodor Dreyer, Marguerite Beaugé, Carl Theodor Dreyer, Jesper Kyd]","[Drama, History]"
Coco,2017-10-27,"[Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Ana Ofelia Murguía, Edward James Olmos, Alfonso Aráu, Selene Luna, Dyana Ortelli, Herbert Siguenza, Jaime Camil, Sofía Espinosa, Luis Valdez, Lombardo Boyar, Gabriel Iglesias]","[Lee Unkrich, Adrian Molina, Adrian Molina, Matthew Aldrich, Adrian Molina, Lee Unkrich, Matthew Aldrich, Jason Katz, Michael Giacchino, Lee Unkrich, John Lasseter, Carla Hool, Natalie Lyon, Kevin Reher]","[Animation, Family, Comedy, Adventure, Fantasy]"
Lion,2016-11-24,"[Sunny Pawar, Dev Patel, Rooney Mara, David Wenham, Nicole Kidman, Abhishek Bharate, Divian Ladwa, Deepti Naval, Nawazuddin Siddiqui]","[Garth Davis, Luke Davies, Dustin O'Halloran, Alexandre de Franceschi, Kirsty McGregor, Chris Kennedy, Nicki Gardiner]",[Drama]
Taxi Driver,1976-02-07,"[Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Cybill Shepherd, Peter Boyle, Leonard Harris, Diahnne Abbott, Martin Scorsese, Murray Moston, Victor Argo, Joe Spinell, Frank Adu, Harry Northup]","[Martin Scorsese, Julia Phillips, Michael Phillips, Michael Chapman, Bernard Herrmann, Juliet Taylor, Tom Rolf, Melvin Shapiro, Rick Alexander, Gordon Davidson, Charles Rosen, Ruth Morley, Paul Schrader, Dick Smith, Leslie Bloom]","[Crime, Drama]"
Perfect Blue,1997-07-25,"[Yoku Shioya, Hideyuki Hori, Kiyoyuki Yanada, Shin-ichiro Miki, Akio Suyama, Kishou Taniyama]","[Satoshi Kon, Sadayuki Murai, Nizou Yamamoto]","[Animation, Thriller]"
Miracle in Cell No. 7,2013-01-23,"[Ryu Seung-ryong, Park Shin-hye, Kal So-won, Oh Dal-su, Park Won-sang, Jeong Man-sik, Kim Jung-tae, Kim Ki-chun, Jung Jin-young, Jo Jae-yoon, Jung Han-bi, Cho Duck-hyun, Lee Yun-hee, Kang Ye-seo, Lee Seung-yeon, Kim Se-dong, Park Sang-myeon, Song Lee-woo]","[Kim Na-yeon, Lee Hwan-kyung, Lee Hwan-kyung, Lee Dong-jun, Kim Min-gi, Kim Woo-taek]","[Drama, Comedy]"
Reservoir Dogs,1992-09-02,"[Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, David Steen, Lawrence Bender, Linda Kaye, Steven Wright]","[Quentin Tarantino, Lawrence Bender, Andrzej Sekula, Sally Menke, Ronnie Yeskel, David Wasco, Quentin Tarantino, Richard N. Gladstein, Monte Hellman, Ronna B. Wallace, Sandy Reynolds-Wasco, Betsy Heimann, Paul Hellerman, Harvey Keitel]","[Crime, Thriller]"
Yojimbo,1961-04-25,"[Toshirō Mifune, Tatsuya Nakadai, Yôko Tsukasa, Isuzu Yamada, Takashi Shimura, Seizaburô Kawazu, Eijirō Tōno, Kamatari Fujiwara, Atsushi Watanabe, Susumu Fujita, Kyû Sazanka, Yōsuke Natsuki, Kô Nishimura, Takeshi Katô, Ichirô Nakatani]","[Akira Kurosawa, Akira Kurosawa, Akira Kurosawa, Tomoyuki Tanaka, Masaru Satô, Kazuo Miyagawa, Akira Kurosawa, Masanobu Deme, Shirô Moritani]","[Drama, Thriller]"
Song of the Sea,2014-09-06,"[Brendan Gleeson, Fionnula Flanagan, Pat Shortt, Jon Kenny, Liam Hourican]","[Tomm Moore, Tomm Moore, Bruno Coulais, Tomm Moore, Darren T. Holmes, Nora Twomey]","[Family, Animation, Fantasy]"
